"","Fit","Data","Iteration DKW","Iteration KS","Iteration Convergence","loglik DKW","Loglik ks","loglik convergence","initial loglik","Average point dist DKW final","Average point dist DKW final","Average point value","Time -1 state","Iterations -1 state","loglik initial -1 state","loglik conv -1 state","in ks initial -1 state","in ks conv -1 state","in ks initial","in ks conv"
"141","2d"," multimodal_10obs.csv&2","1","1","34","-5.4931078113057","-5.4931078113057","-3.29056733198312","0.119105485590183","0.072179294412808","0.072179294412808","0.314312863983364",NA,NA,NA,NA,NA,NA,"0.5834","1"
"142","5d"," multimodal_10obs.csv&2","1","1","16","-3.40881152153234","-3.40881152153234","-2.68123467182388","0.340927246896114","0.0348919025131781","0.0348919025131781","0.282762892137014",NA,NA,NA,NA,NA,NA,"0.6246","1"
"143","10d"," multimodal_10obs.csv&2","1","1","19","-3.70034267497555","-3.70034267497555","-2.62814782169343","0.291870837736628","0.0531591967650714","0.0531591967650714","0.275977654377004",NA,NA,NA,NA,NA,NA,"0.6158","1"
"144","20d"," multimodal_10obs.csv&2","1","1","38","-4.27317655664126","-4.27317655664126","-2.63540674555083","-0.015738735219983","0.0800623048613562","0.0800623048613562","0.271178857778961",NA,NA,NA,NA,NA,NA,"0.594","1"
"145","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2d","exp_rate1_1000obs.csv&2","1","1","2","-980.83151876984","-980.83151876984","-980.830478822562","-1005.05645037238","8.73993520888416e-06","8.73993520888416e-06","0.508169249050536",NA,NA,NA,NA,NA,NA,"1","1"
"150","5d","exp_rate1_1000obs.csv&2","1","1","7","-980.830306548116","-980.830306548116","-980.720944736084","-1005.10539756535","0.00127619724504516","0.00127619724504516","0.507070516731069",NA,NA,NA,NA,NA,NA,"1","1"
"151","10d","exp_rate1_1000obs.csv&2","2","2","14","-982.249553114674","-982.249553114674","-980.79793158207","-1009.86258491561","0.0080851487051199","0.0080851487051199","0.506500946982219",NA,NA,NA,NA,NA,NA,"0.9899","1"
"152","20d","exp_rate1_1000obs.csv&2","1","1","14","-981.019778470387","-981.019778470387","-980.487901263712","-1006.35714497581","0.00447417653680412","0.00447417653680412","0.504668955651607",NA,NA,NA,NA,NA,NA,"1","1"
"153","2d","exp_rate1_100obs.csv&2","1","1","7","-103.195327262144","-103.195327262144","-103.101502119","-104.580511398555","0.00167590242593843","0.00167590242593843","0.512421625697331",NA,NA,NA,NA,NA,NA,"1","1"
"154","5d","exp_rate1_100obs.csv&2","1","1","10","-103.162122366115","-103.162122366115","-102.735301116118","-104.728477725906","0.0107714407385324","0.0107714407385324","0.504551673241832",NA,NA,NA,NA,NA,NA,"1","1"
"155","10d","exp_rate1_100obs.csv&2","1","1","9","-103.11736930964","-103.11736930964","-102.617376434461","-104.880753157644","0.0133492761397523","0.0133492761397523","0.50234255251565",NA,NA,NA,NA,NA,NA,"1","1"
"156","20d","exp_rate1_100obs.csv&2","1","1","17","-103.636088121498","-103.636088121498","-102.777507061924","-106.063296960992","0.0108696280342295","0.0108696280342295","0.503559677500203",NA,NA,NA,NA,NA,NA,"1","1"
"157","2d","exp_rate1_10obs.csv&2",NA,NA,"25",NA,NA,"-10.9965150862488","-9.09342638917523","0.353474215704705","0.353474215704705","0.353474215704705",NA,NA,NA,NA,NA,NA,"0.9873","1"
"158","5d","exp_rate1_10obs.csv&2",NA,NA,"10",NA,NA,"-10.9752820058894","-9.70570551571561","0.350580307346217","0.350580307346217","0.350580307346217",NA,NA,NA,NA,NA,NA,"1","1"
"159","10d","exp_rate1_10obs.csv&2",NA,NA,"10",NA,NA,"-10.9451909460729","-9.08234094853786","0.350433426485038","0.350433426485038","0.350433426485038",NA,NA,NA,NA,NA,NA,"0.9882","1"
"160","20d","exp_rate1_10obs.csv&2",NA,NA,"27",NA,NA,"-10.553381656285","-8.77195318487362","0.348990276543778","0.348990276543778","0.348990276543778",NA,NA,NA,NA,NA,NA,"0.9708","1"
"161","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2d","ln_1000obs.csv&2",NA,NA,"20",NA,NA,"-627.864293258221","-720.635661985503","0.587453204937069","0.587453204937069","0.587453204937069",NA,NA,NA,NA,NA,NA,"0.0409","0.0392"
"166","5d","ln_1000obs.csv&2",NA,NA,"91",NA,NA,"-160.686139812038","-612.402491783942","0.549022276432348","0.549022276432348","0.549022276432348",NA,NA,NA,NA,NA,NA,"0.0393","0.0511"
"167","10d","ln_1000obs.csv&2",NA,NA,"460",NA,NA,"168.071982706448","-371.819304655093","0.52739686963088","0.52739686963088","0.52739686963088",NA,NA,NA,NA,NA,NA,"0.0483","0.0575"
"168","20d","ln_1000obs.csv&2",NA,NA,"432",NA,NA,"374.971340597189","-801.538501028275","0.515030228157641","0.515030228157641","0.515030228157641",NA,NA,NA,NA,NA,NA,"0.0349","0.0654"
"169","2d","ln_100obs.csv&2",NA,NA,"19",NA,NA,"-61.486233182685","-92.2734560675561","0.589793103659822","0.589793103659822","0.589793103659822",NA,NA,NA,NA,NA,NA,"0.1232","0.1387"
"170","5d","ln_100obs.csv&2",NA,NA,"52",NA,NA,"-14.4152144730852","-48.9343945685917","0.552796483707369","0.552796483707369","0.552796483707368",NA,NA,NA,NA,NA,NA,"0.1426","0.1542"
"171","10d","ln_100obs.csv&2",NA,NA,"72",NA,NA,"19.0472845716985","-60.5450839775496","0.53274677449603","0.53274677449603","0.53274677449603",NA,NA,NA,NA,NA,NA,"0.1416","0.1591"
"172","20d","ln_100obs.csv&2",NA,NA,"266",NA,NA,"40.4114482725077","-83.6777916498891","0.521754571471047","0.521754571471047","0.521754571471047",NA,NA,NA,NA,NA,NA,"0.144","0.1918"
"173","2d","ln_10obs.csv&2",NA,NA,"15",NA,NA,"-6.36146848009716","-8.49250621473533","0.549595043825184","0.549595043825184","0.549595043825184",NA,NA,NA,NA,NA,NA,"0.4","0.5465"
"174","5d","ln_10obs.csv&2",NA,NA,"29",NA,NA,"-1.7172154079336","-4.83491391196679","0.488675599920749","0.488675599920749","0.488675599920749",NA,NA,NA,NA,NA,NA,"0.4099","0.9567"
"175","10d","ln_10obs.csv&2",NA,NA,"65",NA,NA,"1.49909808178556","-6.13660131958433","0.443740916223637","0.443740916223637","0.443740916223637",NA,NA,NA,NA,NA,NA,"0.4","1"
"176","20d","ln_10obs.csv&2",NA,NA,"110",NA,NA,"2.9138875774805","-8.20842360308572","0.421746416604045","0.421746416604045","0.421746416604045",NA,NA,NA,NA,NA,NA,"0.4","1"
"177","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2d","pareto_1000obs.csv&2",NA,NA,"56",NA,NA,"-2590.13868127689","-2736.36159800983","0.500622223432287","0.500622223432287","0.500622223432287",NA,NA,NA,NA,NA,NA,"0.9983","0.9992"
"182","5d","pareto_1000obs.csv&2",NA,NA,"85",NA,NA,"-2481.117749615","-2766.79090643697","0.474356174999393","0.474356174999393","0.474356174999393",NA,NA,NA,NA,NA,NA,"0.9976","0.9994"
"183","10d","pareto_1000obs.csv&2",NA,NA,"78",NA,NA,"-2481.08847901022","-2733.18069933593","0.474462126112892","0.474462126112892","0.474462126112892",NA,NA,NA,NA,NA,NA,"0.9983","0.9994"
"184","20d","pareto_1000obs.csv&2",NA,NA,"54",NA,NA,"-2481.06355726735","-2695.91681005493","0.474576340023329","0.474576340023329","0.474576340023329",NA,NA,NA,NA,NA,NA,"0.9983","0.9994"
"185","2d","pareto_100obs.csv&2",NA,NA,"54",NA,NA,"-258.734842644524","-264.921054672628","0.392634250360227","0.392634250360227","0.392634250360227",NA,NA,NA,NA,NA,NA,"0.928","0.9306"
"186","5d","pareto_100obs.csv&2",NA,NA,"38",NA,NA,"-233.573951735974","-267.468563877008","0.496880133068237","0.496880133068237","0.496880133068238",NA,NA,NA,NA,NA,NA,"0.9285","0.9985"
"187","10d","pareto_100obs.csv&2",NA,NA,"69",NA,NA,"-227.624042468268","-264.786190862275","0.490968636742271","0.490968636742271","0.490968636742271",NA,NA,NA,NA,NA,NA,"0.9279","0.9991"
"188","20d","pareto_100obs.csv&2",NA,NA,"59",NA,NA,"-227.541254966203","-261.150436030639","0.491148648735472","0.491148648735472","0.491148648735472",NA,NA,NA,NA,NA,NA,"0.9285","0.9991"
"189","2d","pareto_10obs.csv&2",NA,NA,"2",NA,NA,"-30.6963639255651","-24.1946818322835","0.328505740257667","0.328505740257667","0.328505740257667",NA,NA,NA,NA,NA,NA,"1","1"
"190","5d","pareto_10obs.csv&2",NA,NA,"29",NA,NA,"-29.7605318276125","-24.2655851547984","0.395805322644185","0.395805322644185","0.395805322644185",NA,NA,NA,NA,NA,NA,"1","1"
"191","10d","pareto_10obs.csv&2",NA,NA,"14",NA,NA,"-29.7016848064788","-24.274628291799","0.398551946848897","0.398551946848897","0.398551946848897",NA,NA,NA,NA,NA,NA,"1","1"
"192","20d","pareto_10obs.csv&2","14","14","15","-29.6702555910896","-29.6702555910896","-29.6616852355845","-24.4868291225566","0.00158134590256847","0.00158134590256847","0.40309588401631",NA,NA,NA,NA,NA,NA,"1","1"
"193","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2d","ph10_1000obs.csv&2",NA,NA,"19",NA,NA,"-2025.2090779918","-1523.39686449132","0.367562679036536","0.367562679036536","0.367562679036536",NA,NA,NA,NA,NA,NA,"0.3932","1"
"198","5d","ph10_1000obs.csv&2",NA,NA,"11",NA,NA,"-2025.28864202505","-1557.94222571479","0.368619120618451","0.368619120618451","0.368619120618451",NA,NA,NA,NA,NA,NA,"0.4093","1"
"199","10d","ph10_1000obs.csv&2",NA,NA,"10",NA,NA,"-2025.28968083773","-1542.04402945595","0.369067233519452","0.369067233519452","0.369067233519452",NA,NA,NA,NA,NA,NA,"0.4042","1"
"200","20d","ph10_1000obs.csv&2",NA,NA,"14",NA,NA,"-2025.26010499818","-1518.04689435935","0.368761778146797","0.368761778146797","0.368761778146797",NA,NA,NA,NA,NA,NA,"0.3946","1"
"201","2d","ph10_100obs.csv&2",NA,NA,"2",NA,NA,"-189.423360220941","-146.793615155404","0.372233053937721","0.372233053937721","0.372233053937721",NA,NA,NA,NA,NA,NA,"0.604","1"
"202","5d","ph10_100obs.csv&2",NA,NA,"33",NA,NA,"-188.279686013661","-148.787403186185","0.364107801043453","0.364107801043453","0.364107801043453",NA,NA,NA,NA,NA,NA,"0.6048","1"
"203","10d","ph10_100obs.csv&2",NA,NA,"33",NA,NA,"-188.230427480217","-148.235457819864","0.364209329875158","0.364209329875158","0.364209329875158",NA,NA,NA,NA,NA,NA,"0.6062","1"
"204","20d","ph10_100obs.csv&2",NA,NA,"37",NA,NA,"-188.07275510523","-146.607126080653","0.366017445282431","0.366017445282431","0.366017445282431",NA,NA,NA,NA,NA,NA,"0.6119","1"
"205","2d","ph10_10obs.csv&2",NA,NA,"2",NA,NA,"-22.9963746825436","-13.2392530797695","0.240300387415424","0.240300387415424","0.240300387415424",NA,NA,NA,NA,NA,NA,"0.9691","1"
"206","5d","ph10_10obs.csv&2",NA,NA,"28",NA,NA,"-22.1494316338828","-13.4381100990965","0.274336172424742","0.274336172424742","0.274336172424742",NA,NA,NA,NA,NA,NA,"0.9641","1"
"207","10d","ph10_10obs.csv&2",NA,NA,"18",NA,NA,"-22.1050981880233","-13.3017627484688","0.273048103152603","0.273048103152603","0.273048103152603",NA,NA,NA,NA,NA,NA,"0.9645","1"
"208","20d","ph10_10obs.csv&2",NA,NA,"24",NA,NA,"-22.1317752294892","-13.2233568514845","0.274528802780015","0.274528802780015","0.274528802780015",NA,NA,NA,NA,NA,NA,"0.968","1"
"209","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2d","ph20_1000obs.csv&2",NA,NA,"16",NA,NA,"-1585.30736285428","-1726.74167980048","0.542156619532938","0.542156619532938","0.542156619532938",NA,NA,NA,NA,NA,NA,"0.7336","1"
"214","5d","ph20_1000obs.csv&2",NA,NA,"41",NA,NA,"-1585.06903277698","-1727.00419565158","0.542946885934566","0.542946885934566","0.542946885934566",NA,NA,NA,NA,NA,NA,"0.7307","1"
"215","10d","ph20_1000obs.csv&2",NA,NA,"33",NA,NA,"-1585.09340505454","-1763.08615702059","0.543175528076111","0.543175528076111","0.543175528076112",NA,NA,NA,NA,NA,NA,"0.7595","1"
"216","20d","ph20_1000obs.csv&2",NA,NA,"21",NA,NA,"-1584.92337232531","-1726.93248934751","0.542984685888436","0.542984685888436","0.542984685888436",NA,NA,NA,NA,NA,NA,"0.7283","1"
"217","2d","ph20_100obs.csv&2",NA,NA,"2",NA,NA,"-147.190391450329","-184.806611842106","0.578607278528315","0.578607278528315","0.578607278528315",NA,NA,NA,NA,NA,NA,"0.6496","1"
"218","5d","ph20_100obs.csv&2",NA,NA,"4",NA,NA,"-147.181887137665","-184.624798472976","0.577750749649376","0.577750749649376","0.577750749649376",NA,NA,NA,NA,NA,NA,"0.6498","1"
"219","10d","ph20_100obs.csv&2",NA,NA,"4",NA,NA,"-147.13788394101","-186.187876782324","0.575929785877716","0.575929785877716","0.575929785877716",NA,NA,NA,NA,NA,NA,"0.6455","1"
"220","20d","ph20_100obs.csv&2",NA,NA,"4",NA,NA,"-147.120721775556","-184.314850366082","0.577278928437873","0.577278928437873","0.577278928437873",NA,NA,NA,NA,NA,NA,"0.6839","1"
"221","2d","ph20_10obs.csv&2","1","1","6","-12.5972987497547","-12.5972987497547","-12.5113092947782","-18.4551244328929","0.0106115968177155","0.0106115968177155","0.570470168857944",NA,NA,NA,NA,NA,NA,"1","1"
"222","5d","ph20_10obs.csv&2","1","1","6","-12.8119847290653","-12.8119847290653","-12.4708266643234","-19.8818173222604","0.0278848883870127","0.0278848883870127","0.573209257596661",NA,NA,NA,NA,NA,NA,"0.9855","1"
"223","10d","ph20_10obs.csv&2","1","1","4","-12.5012903356257","-12.5012903356257","-12.4350460308246","-18.4347595703474","0.0121785215786718","0.0121785215786718","0.575489473605222",NA,NA,NA,NA,NA,NA,"1","1"
"224","20d","ph20_10obs.csv&2","1","1","3","-12.4881240967756","-12.4881240967756","-12.4661505681433","-17.055423300875","0.00433324741547455","0.00433324741547455","0.578477619200264",NA,NA,NA,NA,NA,NA,"1","1"
"225","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2d","ph5_1000obs.csv&2",NA,NA,"17",NA,NA,"-1588.3160868373","-1381.27510512447","0.459048546368935","0.459048546368935","0.459048546368935",NA,NA,NA,NA,NA,NA,"0.6089","1"
"230","5d","ph5_1000obs.csv&2",NA,NA,"40",NA,NA,"-1588.21898036233","-1381.16985381748","0.4596205768446","0.4596205768446","0.4596205768446",NA,NA,NA,NA,NA,NA,"0.6051","1"
"231","10d","ph5_1000obs.csv&2",NA,NA,"10",NA,NA,"-1588.18769680351","-1387.60296996693","0.459595694232187","0.459595694232187","0.459595694232187",NA,NA,NA,NA,NA,NA,"0.5948","1"
"232","20d","ph5_1000obs.csv&2",NA,NA,"21",NA,NA,"-1588.03947989759","-1381.83252853103","0.459772344505426","0.459772344505426","0.459772344505426",NA,NA,NA,NA,NA,NA,"0.6294","1"
"233","2d","ph5_100obs.csv&2","1","1","11","-152.445077627663","-152.445077627663","-151.517457373508","-131.584791752575","0.0200392268673116","0.0200392268673116","0.481109314891498",NA,NA,NA,NA,NA,NA,"0.9745","1"
"234","5d","ph5_100obs.csv&2","1","1","16","-151.885966739527","-151.885966739527","-151.012499417315","-131.460932288804","0.02127570267703","0.02127570267703","0.485159865095435",NA,NA,NA,NA,NA,NA,"0.9763","1"
"235","10d","ph5_100obs.csv&2","1","1","16","-153.243976260705","-153.243976260705","-150.821561461522","-131.543160108287","0.0341899444850901","0.0341899444850901","0.485137650914025",NA,NA,NA,NA,NA,NA,"0.9711","1"
"236","20d","ph5_100obs.csv&2","2","2","18","-153.193012472707","-153.193012472707","-150.808522885714","-136.221372148041","0.0259443230088855","0.0259443230088855","0.487335929797168",NA,NA,NA,NA,NA,NA,"0.9359","1"
"237","2d","ph5_10obs.csv&2","1","1","2","-14.6303792082171","-14.6303792082171","-14.6292729218705","-14.398557716278","0.000678383344763445","0.000678383344763445","0.470102100473041",NA,NA,NA,NA,NA,NA,"1","1"
"238","5d","ph5_10obs.csv&2","1","1","30","-14.6710319665411","-14.6710319665411","-12.4057464576251","-14.9812907663957","0.0504224106669533","0.0504224106669533","0.499752127156672",NA,NA,NA,NA,NA,NA,"1","1"
"239","10d","ph5_10obs.csv&2","1","1","26","-14.6881194001079","-14.6881194001079","-12.3274773648026","-15.0671491806894","0.0489037923503951","0.0489037923503951","0.499067077285242",NA,NA,NA,NA,NA,NA,"1","1"
"240","20d","ph5_10obs.csv&2","1","1","31","-14.0598440075331","-14.0598440075331","-12.3091845881605","-14.1781841532717","0.0490746202776139","0.0490746202776139","0.49911391606616",NA,NA,NA,NA,NA,NA,"1","1"
"241","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2d","unif_1000obs.csv&2",NA,NA,"45",NA,NA,"-199.70865468294","-282.606051736613","0.531793151872639","0.531793151872639","0.531793151872639",NA,NA,NA,NA,NA,NA,"0.1556","0.3595"
"246","5d","unif_1000obs.csv&2",NA,NA,"178",NA,NA,"-131.084288370851","-185.979710639467","0.515990862991519","0.515990862991519","0.515990862991519",NA,NA,NA,NA,NA,NA,"0.3375","0.6142"
"247","10d","unif_1000obs.csv&2",NA,NA,"509",NA,NA,"-84.2591386981215","-186.415387249947","0.506812088786625","0.506812088786625","0.506812088786625",NA,NA,NA,NA,NA,NA,"0.3983","0.8613"
"248","20d","unif_1000obs.csv&2",NA,NA,"687",NA,NA,"-69.1215950568995","-240.840367977368","0.504756081896539","0.504756081896539","0.504756081896539",NA,NA,NA,NA,NA,NA,"0.2952","0.9508"
"249","2d","unif_100obs.csv&2",NA,NA,"57",NA,NA,"-19.2176450578483","-27.924637798286","0.531678489732502","0.531678489732502","0.531678489732502",NA,NA,NA,NA,NA,NA,"0.6695","1"
"250","5d","unif_100obs.csv&2","25","25","138","-16.2472795616759","-16.2472795616759","-13.6231243333673","-18.5999655608973","0.0147011489499956","0.0147011489499956","0.515821843522563",NA,NA,NA,NA,NA,NA,"0.9897","0.9946"
"251","10d","unif_100obs.csv&2","12","12","104","-16.5400443997263","-16.5400443997263","-10.9604363150105","-19.5618156264291","0.0251348892058838","0.0251348892058838","0.508959794524996",NA,NA,NA,NA,NA,NA,"0.9909","0.9945"
"252","20d","unif_100obs.csv&2","30","30","104","-16.6974444584925","-16.6974444584925","-10.7200612026935","-23.277237494313","0.0268675456913167","0.0268675456913167","0.508172652016754",NA,NA,NA,NA,NA,NA,"0.8709","0.9936"
"253","2d","unif_10obs.csv&2","1","1","2","-0.658656495473978","-0.658656495473978","-0.658385861183803","-1.97941240320299","3.40802732908818e-05","3.40802732908818e-05","0.600188907363442",NA,NA,NA,NA,NA,NA,"1","1"
"254","5d","unif_10obs.csv&2","1","1","40","-1.27365054668004","-1.27365054668004","0.70699402119623","-1.16409330602659","0.0695816124132275","0.0695816124132275","0.595817178640436",NA,NA,NA,NA,NA,NA,"1","1"
"255","10d","unif_10obs.csv&2","1","1","61","-0.822130956478989","-0.822130956478989","1.47306875774424","-1.40676184534766","0.0630456131154642","0.0630456131154642","0.57863291875255",NA,NA,NA,NA,NA,NA,"1","1"
"256","20d","unif_10obs.csv&2","1","1","14","-0.773507566543663","-0.773507566543663","-0.127705020895871","-1.43033241943049","0.0405688497578095","0.0405688497578095","0.610329766409514",NA,NA,NA,NA,NA,NA,"1","1"
