"","Fit","Data","Iteration DKW","Iteration KS","Iteration Convergence","loglik DKW","Loglik ks","loglik convergence","initial loglik","Average point dist DKW final","Average point dist DKW final","Average point value","Time -1 state","Iterations -1 state","loglik initial -1 state","loglik conv -1 state","in ks initial -1 state","in ks conv -1 state","in ks initial","in ks conv"
"133","2d"," multimodal_1000obs.csv&2",NA,NA,"21",NA,NA,"-251.46898357476","-245.033906434691","0.527823151375785","0.527823151375785","0.527823151375785","9.01016497612","474","-299.118355649663","-204.872764790738","0.1517","0.5453","0.4467","0.4371"
"134","5d"," multimodal_1000obs.csv&2",NA,NA,"24",NA,NA,"-157.673473785939","-151.464548919149","0.514629192659468","0.514629192659468","0.514629192659468","13.2133131027222","626","-301.096458015329","-140.077119827635","0.1509","0.6708","0.7245","0.644"
"135","10d"," multimodal_1000obs.csv&2",NA,NA,"25",NA,NA,"-75.6173510066981","-106.110127346226","0.507867999754843","0.507867999754843","0.507867999754843","23.3933799266815","751","-324.400649979344","-73.2831179385087","0.1385","0.8514","0.7841","0.8518"
"136","20d"," multimodal_1000obs.csv&2",NA,NA,"54",NA,NA,"12.542223034428","23.7879664810496","0.502468184134091","0.502468184134091","0.502468184134091","1.68940806388855","1129","-313.946296219749","12.2833257707039","0.147","0.9415","0.9145","0.9425"
"137","2d"," multimodal_100obs.csv&2","1","1","14","-33.6277805377495","-33.6277805377495","-32.4293178627989","-22.3697768109007","0.0113967522878911","0.0113967522878911","0.496475233349216","0.384237051010132","100","-28.3504546385415","-25.3945194785523","0.6115","0.8118","0.6987","0.7709"
"138","5d"," multimodal_100obs.csv&2","2","2","166","-26.8969985738728","-26.8969985738728","-14.043325607658","-27.8690476911751","0.0369051798347065","0.0369051798347065","0.482351505174547","0.375962018966675","95","-28.5929857307497","-20.5625906552986","0.608","0.8562","0.7098","0.953"
"139","10d"," multimodal_100obs.csv&2","1","1","24","-5.23072323318187","-5.23072323318187","-4.68646035848827","-9.27914867826843","0.00505617517663385","0.00505617517663385","0.475479108896956","2.62733507156372","451","-27.1807456476638","-4.68281317530729","0.6284","1","0.8866","1"
"140","20d"," multimodal_100obs.csv&2","1","1","16","8.07833163744552","8.07833163744552","8.73174543452192","4.01314328226536","0.00250649281745786","0.00250649281745786","0.467615430713639","17.8733010292053","794","-28.0038854759825","8.69865364928437","0.6163","1","0.9536","1"
"141","2d"," multimodal_10obs.csv&2","1","1","14","-4.03591915228662","-4.03591915228662","-3.29487432580672","0.448618672582521","0.0253543713751278","0.0253543713751278","0.314459235979719","0.0497031211853027","26","0.115496769464117","-3.29680132386215","1","1","1","1"
"142","5d"," multimodal_10obs.csv&2","1","1","10","-2.8702749336873","-2.8702749336873","-2.66730667677096","0.180028633473012","0.0119983614151619","0.0119983614151619","0.282488538115389","0.191226005554199","59","0.111248821892857","-2.71819549665782","1","1","1","1"
"143","10d"," multimodal_10obs.csv&2","1","1","9","-2.84635749495242","-2.84635749495242","-2.67464368241176","0.128105554247691","0.0103678535723715","0.0103678535723715","0.282421651476011","0.12439489364624","43","0.0992545075670979","-2.71933173113727","1","1","1","1"
"144","20d"," multimodal_10obs.csv&2","1","1","6","-2.81513487615306","-2.81513487615306","-2.75806441224239","-1.463269392935","0.00345496516794331","0.00345496516794331","0.287416146216123","0.725951910018921","55","0.0452019455417432","-2.776212000221","1","1","1","1"
"145","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2d","exp_rate1_1000obs.csv&2","1","1","2","-980.700129127365","-980.700129127365","-980.690465568348","-1005.06867400727","0.000143096127574718","0.000143096127574718","0.504052361006382","0.41584300994873","24","-1005.94402066684","-980.729315576859","1","1","1","1"
"150","5d","exp_rate1_1000obs.csv&2","1","1","16","-981.178589592731","-981.178589592731","-980.799856794207","-1005.30593879298","0.00274783365325258","0.00274783365325258","0.507630328157134","0.439213991165161","19","-1005.70164468672","-980.837960172553","1","1","1","1"
"151","10d","exp_rate1_1000obs.csv&2","1","1","18","-981.237768388584","-981.237768388584","-980.963467198548","-1005.05233696293","0.00161270651277222","0.00161270651277222","0.508908082886043","0.14593505859375","4","-1005.32446856358","-981.056475037255","1","1","1","1"
"152","20d","exp_rate1_1000obs.csv&2","1","1","2","-980.904927512414","-980.904927512414","-980.900770202093","-1005.72766964993","3.74748270318958e-05","3.74748270318958e-05","0.506718640224742","0.208251953125","2","-1005.47533447422","-980.850712105593","1","1","1","1"
"153","2d","exp_rate1_100obs.csv&2","1","1","2","-103.301140855016","-103.301140855016","-103.298636207062","-104.635476682291","3.5370550266034e-05","3.5370550266034e-05","0.515128551856136","0.0415148735046387","13","-105.328850393823","-103.215595502917","1","1","1","1"
"154","5d","exp_rate1_100obs.csv&2","1","1","13","-103.280928155184","-103.280928155184","-103.110625007077","-104.635060742837","0.00413848145430867","0.00413848145430867","0.511586461204781","0.033297061920166","9","-104.599423380769","-103.132649423644","1","1","1","1"
"155","10d","exp_rate1_100obs.csv&2","1","1","2","-103.305630471896","-103.305630471896","-103.299195649104","-104.640783482803","0.000163805321056568","0.000163805321056568","0.515149956954277","0.0165112018585205","2","-104.645269288603","-103.304312561252","1","1","1","1"
"156","20d","exp_rate1_100obs.csv&2","1","1","2","-103.305302465271","-103.305302465271","-103.302580332453","-104.628380179801","8.6718903903642e-05","8.6718903903642e-05","0.515578645438177","0.0927028656005859","2","-104.63512452434","-103.312420902329","1","1","1","1"
"157","2d","exp_rate1_10obs.csv&2","1","1","17","-12.075662393096","-12.075662393096","-10.9844279244856","-9.08276665013848","0.0494585590699896","0.0494585590699896","0.350124131727897","0.04836106300354","27","-9.09269179461277","-11.0053753113034","1","1","1","1"
"158","5d","exp_rate1_10obs.csv&2","1","1","11","-11.3192207308826","-11.3192207308826","-10.99365388935","-10.1745834519285","0.0147576957662552","0.0147576957662552","0.356573514745285","0.0541958808898926","27","-8.92872708122487","-11.023184566101","1","1","1","1"
"159","10d","exp_rate1_10obs.csv&2","1","1","10","-11.0394982119482","-11.0394982119482","-10.8852912293031","-10.9267280690193","0.00766512692912731","0.00766512692912731","0.354429587725063","0.162585973739624","35","-8.93503918684496","-10.9184666221645","1","1","1","1"
"160","20d","exp_rate1_10obs.csv&2","1","1","10","-10.8043630192071","-10.8043630192071","-10.6761661583876","-11.866705616064","0.00615191404180261","0.00615191404180261","0.351331701941524","2.21821093559265","72","-9.07408020106886","-10.6935393891515","1","1","1","1"
"161","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2d","ln_1000obs.csv&2",NA,NA,"2",NA,NA,"-627.849160039605","-620.05222699844","0.587449041223582","0.587449041223582","0.587449041223582","1.30746006965637","68","-971.260833275987","-416.682819458201","0.0578","0.0649","0.0658","0.0633"
"166","5d","ln_1000obs.csv&2",NA,NA,"2",NA,NA,"-160.647967610383","-151.607887987792","0.549021572461684","0.549021572461684","0.549021572461684","2.88128900527954","134","-940.052407248428","-71.9786770827502","0.0576","0.0724","0.0673","0.0689"
"167","10d","ln_1000obs.csv&2",NA,NA,"2",NA,NA,"168.162510187316","179.276643688174","0.527394702240178","0.527394702240178","0.527394702240178","12.4378068447113","339","-985.304710398763","211.260595039734","0.0571","0.079","0.0775","0.0775"
"168","20d","ln_1000obs.csv&2",NA,NA,"149",NA,NA,"466.523711257735","468.325058125079","0.509655189272124","0.509655189272124","0.509655189272124","2.01830331484477","1229","-1005.61085863253","466.55590090698","0.0573","0.0914","0.0938","0.0914"
"169","2d","ln_100obs.csv&2",NA,NA,"2",NA,NA,"-61.4770324723634","-61.1770256732731","0.589787042313822","0.589787042313822","0.589787042313822","0.121065855026245","37","-91.9208405565025","-40.2471434216187","0.2703","0.2645","0.2642","0.2642"
"170","5d","ln_100obs.csv&2",NA,NA,"31",NA,NA,"-14.4163838595242","-19.9685866092107","0.552795818618235","0.552795818618235","0.552795818618235","0.319118022918701","74","-93.9489227800154","-14.3962023385467","0.263","0.3076","0.2899","0.3075"
"171","10d","ln_100obs.csv&2",NA,NA,"2",NA,NA,"19.1232339712749","19.0569919538559","0.532717048885558","0.532717048885558","0.532717048885558","1.97084307670593","305","-95.5758277103677","23.4796934049318","0.263","0.3573","0.3478","0.3422"
"172","20d","ln_100obs.csv&2",NA,NA,"20",NA,NA,"45.5402608438624","44.8233836037025","0.519267464046485","0.519267464046485","0.519267464046485","12.4459490776062","565","-98.9093333928178","45.5149703258427","0.263","0.4342","0.4277","0.4344"
"173","2d","ln_10obs.csv&2","1","1","7","-6.58640941900209","-6.58640941900209","-6.36002872741375","-5.95964240819393","0.00161162030429681","0.00161162030429681","0.549565786324762","0.0275909900665283","13","-8.23094982061396","-6.32682694704573","1","1","1","1"
"174","5d","ln_10obs.csv&2","1","1","2","-1.67849337216686","-1.67849337216686","-1.67831353027105","-0.797196106553363","1.58095330067276e-06","1.58095330067276e-06","0.488205779349626","0.240774869918823","105","-8.7061746649715","-0.851530463533621","1","1","1","1"
"175","10d","ln_10obs.csv&2","1","1","2","1.55307683574649","1.55307683574649","1.55862298694129","2.52484742078109","7.39155384229306e-05","7.39155384229306e-05","0.442832316130525","0.61646580696106","200","-9.10426596542651","1.91147945214578","1","1","1","1"
"176","20d","ln_10obs.csv&2","1","1","5","2.28898150943849","2.28898150943849","2.3298213807532","3.28022809677686","0.000642118761073795","0.000642118761073795","0.430682540886944","2.37869501113892","216","-9.2821710766869","2.29588895936191","1","1","1","1"
"177","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2d","pareto_1000obs.csv&2",NA,NA,"10",NA,NA,"-2590.13970559345","-2489.36898332419","0.500701888116429","0.500701888116429","0.500701888116429","5.96053409576416","122","-2743.51459903528","-2481.11622997126","0.9984","0.9994","0.9999","0.9993"
"182","5d","pareto_1000obs.csv&2",NA,NA,"12",NA,NA,"-2481.05386775512","-2362.38792272337","0.474733421104976","0.474733421104976","0.474733421104976","1.21908863385518","188","-2728.98182539826","-2481.05748285474","0.9984","0.9994","0.9995","0.9994"
"183","10d","pareto_1000obs.csv&2",NA,NA,"154",NA,NA,"-3779.22844594624","-2714.97419509159","0.193907086772417","0.193907086772417","0.193907086772417","23.5316509683927","313","-2745.4794330134","-3780.31926085457","0.9984","0.9936","0.9985","0.9937"
"184","20d","pareto_1000obs.csv&2",NA,NA,"15",NA,NA,"-3786.06519448281","-2726.01709606439","0.199518784740288","0.199518784740288","0.199518784740288","3.2311363077826","241","-2740.66379925827","-3786.17359351186","0.9984","0.9935","0.9984","0.9935"
"185","2d","pareto_100obs.csv&2",NA,NA,"13",NA,NA,"-248.207618331152","-253.68146814264","0.52667103567417","0.52667103567417","0.52667103567417","0.315674781799316","27","-261.833852783615","-233.761353359877","0.9759","0.9994","0.9972","0.9977"
"186","5d","pareto_100obs.csv&2","1","1","43","-226.010079341821","-226.010079341821","-224.519191956083","-223.930632710673","0.010561527541282","0.010561527541282","0.485740223770464","4.39864301681519","486","-266.406018965584","-224.703991905273","0.9564","1","1","1"
"187","10d","pareto_100obs.csv&2",NA,NA,"19",NA,NA,"-256.311894802574","-258.624182274286","0.38897262035829","0.38897262035829","0.38897262035829","8.85319805145264","171","-266.299009729859","-256.46473808717","0.9566","0.9539","0.9521","0.9537"
"188","20d","pareto_100obs.csv&2",NA,NA,"5",NA,NA,"-256.287675730307","-258.357136245337","0.390952592115062","0.390952592115062","0.390952592115062","2.81333091656367","333","-266.603306248143","-256.284886635603","0.9565","0.9542","0.9522","0.9541"
"189","2d","pareto_10obs.csv&2","1","1","2","-30.7560732785014","-30.7560732785014","-30.7559136662722","-24.7304129987766","6.04131648510919e-05","6.04131648510919e-05","0.353599161966116","0.00455999374389648","2","-24.5360672792283","-30.6894521111803","1","1","1","1"
"190","5d","pareto_10obs.csv&2","1","1","2","-30.6682854671408","-30.6682854671408","-30.6628946935215","-24.5643733168165","0.0004332494484939","0.0004332494484939","0.349339689618041","0.0204699039459229","4","-24.7512750871709","-30.722779560999","1","1","1","1"
"191","10d","pareto_10obs.csv&2","1","1","2","-30.6715954137952","-30.6715954137952","-30.6673344765384","-24.644811825312","0.000207883012435695","0.000207883012435695","0.35364674519396","0.0477230548858643","2","-24.72167182689","-30.6991123507408","1","1","1","1"
"192","20d","pareto_10obs.csv&2","1","1","2","-30.755245508071","-30.755245508071","-30.754047189058","-24.7916345955144","5.49666354470402e-05","5.49666354470402e-05","0.357384298655956","0.487857103347778","2","-24.7987970996114","-30.7578248805015","1","1","1","1"
"193","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2d","ph10_1000obs.csv&2",NA,NA,"2",NA,NA,"-2025.29908921482","-1518.64999596681","0.366844469842931","0.366844469842931","0.366844469842931","0.593933820724487","30","-1516.58611985969","-2025.29022231449","0.5345","1","0.5338","1"
"198","5d","ph10_1000obs.csv&2",NA,NA,"7",NA,NA,"-2025.59806550632","-1516.46671639714","0.37414942500444","0.37414942500444","0.37414942500444","0.171667098999023","8","-1516.53984064816","-2025.50472187863","0.5353","1","0.535","1"
"199","10d","ph10_1000obs.csv&2",NA,NA,"2",NA,NA,"-2025.31675824028","-1517.28170108087","0.372262477508017","0.372262477508017","0.372262477508017","0.0847110748291016","2","-1517.24544021349","-2025.30899792421","0.5362","1","0.5362","1"
"200","20d","ph10_1000obs.csv&2",NA,NA,"3",NA,NA,"-2025.81061810526","-1516.34735194518","0.375299039489277","0.375299039489277","0.375299039489277","0.530519008636475","3","-1516.35202538949","-2025.78738431504","0.5342","1","0.5341","1"
"201","2d","ph10_100obs.csv&2",NA,NA,"2",NA,NA,"-189.301503855385","-146.914683449804","0.370860054855128","0.370860054855128","0.370860054855128","0.198402166366577","68","-147.144845899256","-189.246139485307","0.8157","1","0.8028","1"
"202","5d","ph10_100obs.csv&2",NA,NA,"2",NA,NA,"-190.46866731119","-147.316450918823","0.397284284814779","0.397284284814779","0.397284284814779","0.00746703147888184","2","-147.272917902522","-190.436403197565","0.8174","1","0.8177","1"
"203","10d","ph10_100obs.csv&2",NA,NA,"2",NA,NA,"-190.299545749609","-146.848031693653","0.393208702856175","0.393208702856175","0.393208702856175","0.0292079448699951","2","-146.930507050058","-190.319352133439","0.8141","1","0.8133","1"
"204","20d","ph10_100obs.csv&2",NA,NA,"2",NA,NA,"-190.402400812717","-147.188929141878","0.395717201771845","0.395717201771845","0.395717201771845","0.16090202331543","2","-147.254496905424","-190.426536986768","0.8171","1","0.8165","1"
"205","2d","ph10_10obs.csv&2",NA,NA,"2",NA,NA,"-22.9519167004933","-13.1616502305468","0.275902486567711","0.275902486567711","0.275902486567711","0.0121510028839111","6","-13.2272611497954","-22.9217678160544","1","1","1","1"
"206","5d","ph10_10obs.csv&2",NA,NA,"2",NA,NA,"-22.9697423882939","-13.1686884196647","0.267005298788013","0.267005298788013","0.267005298788013","0.00666284561157227","2","-13.1890862738614","-22.9897935761053","1","1","1","1"
"207","10d","ph10_10obs.csv&2",NA,NA,"2",NA,NA,"-22.9047994588256","-13.0997448831538","0.261609771068007","0.261609771068007","0.261609771068007","0.0253760814666748","2","-13.1264808968313","-22.9244939168669","1","1","1","1"
"208","20d","ph10_10obs.csv&2",NA,NA,"2",NA,NA,"-22.9781210317204","-13.1819245945414","0.267639065419581","0.267639065419581","0.267639065419581","0.205687999725342","2","-13.2094723425388","-22.9913675477426","1","1","1","1"
"209","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2d","ph20_1000obs.csv&2",NA,NA,"38",NA,NA,"-1585.37070385751","-1729.68945859207","0.540643556597727","0.540643556597727","0.540643556597727","0.348107814788818","17","-1727.87144387557","-1586.10204609834","0.8338","1","0.8273","1"
"214","5d","ph20_1000obs.csv&2",NA,NA,"2",NA,NA,"-1585.33086153569","-1727.87336300968","0.543064183775754","0.543064183775754","0.543064183775754","0.0394909381866455","2","-1727.88531733589","-1585.34661470059","0.9089","1","0.9107","1"
"215","10d","ph20_1000obs.csv&2",NA,NA,"2",NA,NA,"-1585.34299935439","-1727.75004609083","0.542508469359216","0.542508469359216","0.542508469359216","1.59034895896912","36","-1732.18663465453","-1585.37489098492","0.8945","1","0.9053","1"
"216","20d","ph20_1000obs.csv&2",NA,NA,"2",NA,NA,"-1585.35868193885","-1727.78152208347","0.542528723051674","0.542528723051674","0.542528723051674","0.340044975280762","2","-1727.93194489698","-1585.39848982539","0.905","1","0.9049","1"
"217","2d","ph20_100obs.csv&2",NA,NA,"13",NA,NA,"-147.390161161387","-184.142639523033","0.583579206117172","0.583579206117172","0.583579206117172","0.0359208583831787","12","-184.217420298698","-147.380872776264","0.9715","1","0.9744","1"
"218","5d","ph20_100obs.csv&2",NA,NA,"6",NA,NA,"-147.25216122771","-184.469523774474","0.581519999114738","0.581519999114738","0.581519999114738","0.0539350509643555","15","-184.244814271928","-147.25570964158","0.9718","1","0.9706","1"
"219","10d","ph20_100obs.csv&2",NA,NA,"2",NA,NA,"-147.304181088302","-184.477517714482","0.582256398559214","0.582256398559214","0.582256398559214","0.147629022598267","12","-184.304557066786","-147.327850378287","0.9698","1","0.971","1"
"220","20d","ph20_100obs.csv&2",NA,NA,"2",NA,NA,"-147.435456834753","-184.328534134535","0.584264317932297","0.584264317932297","0.584264317932297","0.148181200027466","2","-184.318173497339","-147.451487788441","0.9697","1","0.9697","1"
"221","2d","ph20_10obs.csv&2","1","1","7","-12.5602057808495","-12.5602057808495","-12.4551417103792","-18.3324268888782","0.0126993373857619","0.0126993373857619","0.572760399297935","0.0110049247741699","5","-18.1681794322035","-12.4478562462979","1","1","1","1"
"222","5d","ph20_10obs.csv&2","1","1","2","-12.4481629138121","-12.4481629138121","-12.4452079281294","-17.6977759658328","0.000812619804385439","0.000812619804385439","0.573994528771435","0.0167222023010254","8","-18.2473766945213","-12.4766244471271","1","1","1","1"
"223","10d","ph20_10obs.csv&2","1","1","2","-12.5840105115393","-12.5840105115393","-12.5789901634157","-18.1601376924747","0.000526144193805578","0.000526144193805578","0.566965480287928","0.0118949413299561","2","-18.3327538253695","-12.608341124668","1","1","1","1"
"224","20d","ph20_10obs.csv&2","1","1","2","-12.6319181637894","-12.6319181637894","-12.6305308348571","-18.2663632513804","0.00017951203645401","0.00017951203645401","0.565196783195811","0.0915508270263672","2","-18.393907606944","-12.6444322993562","1","1","1","1"
"225","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2d","ph5_1000obs.csv&2",NA,NA,"7",NA,NA,"-1588.48218094192","-1385.34189643972","0.460086091036635","0.460086091036635","0.460086091036635","0.159318208694458","9","-1382.11846798625","-1588.26306617353","0.8247","1","0.7967","1"
"230","5d","ph5_1000obs.csv&2",NA,NA,"17",NA,NA,"-1589.25981130414","-1381.62445968403","0.453492865319823","0.453492865319823","0.453492865319823","0.749417066574097","34","-1382.30274000434","-1589.1295133702","0.7967","1","0.8175","1"
"231","10d","ph5_1000obs.csv&2",NA,NA,"2",NA,NA,"-1588.95833418788","-1382.24155409995","0.454120540861517","0.454120540861517","0.454120540861517","0.0676767826080322","2","-1383.0002544493","-1588.89880191962","0.8267","1","0.8273","1"
"232","20d","ph5_1000obs.csv&2",NA,NA,"2",NA,NA,"-1589.05095531796","-1382.05000326427","0.453419458037021","0.453419458037021","0.453419458037021","0.305958032608032","2","-1382.06893361288","-1589.02813028772","0.8262","1","0.826","1"
"233","2d","ph5_100obs.csv&2","1","1","4","-151.096035746731","-151.096035746731","-151.058301993309","-133.633136311413","0.00226072165610979","0.00226072165610979","0.487383235953554","0.02205491065979","6","-133.369638982319","-151.019687090769","1","1","1","1"
"234","5d","ph5_100obs.csv&2","1","1","7","-151.014404452912","-151.014404452912","-150.94137107042","-132.966300811801","0.00261002880493579","0.00261002880493579","0.482934629615921","0.0910661220550537","23","-132.314028164319","-150.960975455543","1","1","1","1"
"235","10d","ph5_100obs.csv&2","1","1","5","-151.106427207825","-151.106427207825","-151.060885974574","-132.721021558","0.00181432395091814","0.00181432395091814","0.481142327239454","0.31009316444397","27","-132.07901938345","-151.072532035694","1","1","1","1"
"236","20d","ph5_100obs.csv&2","1","1","2","-151.529701471825","-151.529701471825","-151.521316757081","-132.265201124036","0.000187472598796611","0.000187472598796611","0.474041812005789","1.57583093643188","19","-132.120773153766","-151.534099943285","1","1","1","1"
"237","2d","ph5_10obs.csv&2","1","1","10","-15.3352547968195","-15.3352547968195","-14.6477759542736","-15.859056803835","0.0306995786050491","0.0306995786050491","0.464339858798909","0.0911741256713867","47","-14.1943907815957","-12.7713899374494","1","1","1","1"
"238","5d","ph5_10obs.csv&2","1","1","34","-15.6340755065019","-15.6340755065019","-12.466765255094","-17.5129160921257","0.0937564879236112","0.0937564879236112","0.500766367852081","0.294203042984009","82","-14.1267799406091","-12.4222098322669","1","1","1","1"
"239","10d","ph5_10obs.csv&2","1","1","5","-13.5227450432232","-13.5227450432232","-13.4660664040535","-14.2104538342122","0.00722121214645403","0.00722121214645403","0.515374742450684","0.171863079071045","30","-14.3019236887461","-13.5084346983618","1","1","1","1"
"240","20d","ph5_10obs.csv&2","1","1","1","-14.2405262385321","-14.2405262385321","-14.2405262385321","-14.2389554092391","0","0","0.477733925795274","0.756113052368164","18","-14.3539403351182","-13.4345053822264","1","1","1","1"
"241","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2d","unif_1000obs.csv&2",NA,NA,"13",NA,NA,"-199.702360841955","-196.510191461103","0.531400647380129","0.531400647380129","0.531400647380129","4.26236605644226","230","-287.427052972084","-156.520994663933","0.2358","0.6029","0.4667","0.4662"
"246","5d","unif_1000obs.csv&2",NA,NA,"81",NA,NA,"-116.423249884993","-177.355572050348","0.512950154061241","0.512950154061241","0.512950154061241","12.0955100059509","562","-293.700067750608","-117.719143654401","0.2302","0.8384","0.4494","0.8379"
"247","10d","unif_1000obs.csv&2",NA,NA,"60",NA,NA,"-86.553193734063","-97.677479564659","0.507175065621438","0.507175065621438","0.507175065621438","42.8238198757172","1146","-278.189286546693","-86.9746304150659","0.2512","0.9877","0.933","0.9891"
"248","20d","unif_1000obs.csv&2","1","1","106","-73.469410371176","-73.469410371176","-72.2481759274398","-74.0666494007078","0.000674632498530676","0.000674632498530676","0.505053758963404","2.06428176959356","1480","-288.281244215623","-73.0377807095775","0.2399","1","1","1"
"249","2d","unif_100obs.csv&2",NA,NA,"4",NA,NA,"-28.765432776027","-28.1915025942979","0.564790009589173","0.564790009589173","0.564790009589173","0.0105020999908447","1","-27.7672387330298","-27.7719236335423","0.9985","1","0.996","0.9994"
"250","5d","unif_100obs.csv&2","5","6","248","-23.3820468989114","-22.9088006222","-15.1936597300099","-25.1729015866994","0.0429276082501338","0.0407700135382404","0.519635643352936","0.00434207916259766","1","-26.3682547145659","-26.363570800842","1","1","1","1"
"251","10d","unif_100obs.csv&2","1","1","18","-12.3742758857591","-12.3742758857591","-12.1605804715879","-7.9956484824387","0.00247092660887405","0.00247092660887405","0.512652462783532","1.65348696708679","293","-29.1140386410601","-12.1644063788548","0.9875","1","1","1"
"252","20d","unif_100obs.csv&2","1","1","4","-11.7348842814957","-11.7348842814957","-11.7035042410497","-6.58118754480482","0.000704240448342077","0.000704240448342077","0.511575346804766","5.10239696502686","306","-28.2756149221698","-11.7345701028525","0.9959","1","1","1"
"253","2d","unif_10obs.csv&2","1","1","2","-0.664188108530341","-0.664188108530341","-0.66408141224872","-1.99705569203159","4.3043260459219e-05","4.3043260459219e-05","0.600586739742513","0.00501394271850586","2","-1.81581159431765","-0.663491267529472","1","1","1","1"
"254","5d","unif_10obs.csv&2","1","1","2","-0.674601805810685","-0.674601805810685","-0.669545132858916","-1.84537189353103","0.000813783036632976","0.000813783036632976","0.598286478051308","0.00449204444885254","2","-1.89915670859709","-0.666923853351421","1","1","1","1"
"255","10d","unif_10obs.csv&2","1","1","2","-0.66919360322981","-0.66919360322981","-0.667147545613027","-2.00272366316763","0.00041116828051283","0.00041116828051283","0.601295941272903","0.00589108467102051","2","-2.0576949214658","-0.659238263825631","1","1","1","1"
"256","20d","unif_10obs.csv&2","1","1","2","-0.696154843480768","-0.696154843480768","-0.690685156325031","-1.90441633882108","0.000796709021581943","0.000796709021581943","0.598751492066733","0.0212051868438721","2","-1.91229670061341","-0.690801047547797","1","1","1","1"
