"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
-3511.60251292286	-3058.65175171304	-2821.20461660536	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555988	-2224.57794326647	-2211.25277048017	-2200.60803223661	-2192.32207270041	-2186.0813427244	-2181.40201949551	-2181.40192257966	-2175.80250417433
-3511.60251292286	-3058.65175171304	-2821.20461659198	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555988	-2224.57793594585	-2211.25267508306	-2200.60803223662	-2192.32207270041	-2186.08134272423	-2181.40201949551	-2181.40191835558	-2175.80250100232
-3511.60251292286	-3058.65175171304	-2821.20461658039	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57792909992	-2211.25260253241	-2200.60803223662	-2192.32207270041	-2186.08134272403	-2181.40201949551	-2181.40191381927	-2175.80249955451
-3511.60251292286	-3058.65175171304	-2821.20461657036	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.577922729	-2211.25254902982	-2200.60803223662	-2192.32207270041	-2186.08134272379	-2181.40201949551	-2181.40190893933	-2175.80249887678
-3511.60251292286	-3058.65175171304	-2821.20461656171	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57791682793	-2211.25251052534	-2200.60803223662	-2192.32207270041	-2186.08134272351	-2181.40201949551	-2181.40190368029	-2175.80249855325
-3511.60251292286	-3058.65175171304	-2821.20461655426	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57791138671	-2211.25248334201	-2200.60803223662	-2192.32207270041	-2186.08134272318	-2181.4020194955	-2181.40189800193	-2175.80249839601
-3511.60251292286	-3058.65175171304	-2821.20461654784	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57790639126	-2211.25246444067	-2200.60803223662	-2192.32207270041	-2186.08134272279	-2181.4020194955	-2181.40189185849	-2175.80249831758
-3511.60251292286	-3058.65175171304	-2821.20461654236	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.5779018241	-2211.25245145735	-2200.60803223662	-2192.32207270041	-2186.08134272232	-2181.4020194955	-2181.40188519777	-2175.80249827566
-3511.60251292286	-3058.65175171304	-2821.20461653766	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57789766509	-2211.25244262792	-2200.60803223662	-2192.32207270041	-2186.08134272176	-2181.4020194955	-2181.40187795991	-2175.80249824828
-3511.60251292286	-3058.65175171304	-2821.20461653364	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57789389213	-2211.25243667388	-2200.60803223662	-2192.32207270041	-2186.08134272109	-2181.4020194955	-2181.40187007613	-2175.80249822158
-3511.60251292286	-3058.65175171304	-2821.20461653022	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.5778904818	-2211.25243268818	-2200.60803223661	-2192.32207270041	-2186.08134272028	-2181.4020194955	-2181.40186146698	-2175.80249818257
-3511.60251292286	-3058.65175171304	-2821.20461652732	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57788740988	-2211.2524300376	-2200.60803223662	-2192.32207270041	-2186.08134271931	-2181.4020194955	-2181.40185204033	-2175.80249811255
-3511.60251292286	-3058.65175171304	-2821.20461652485	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57788465193	-2211.25242828552	-2200.60803223662	-2192.32207270041	-2186.08134271815	-2181.4020194955	-2181.40184168885	-2175.80249797756
-3511.60251292286	-3058.65175171304	-2821.20461652276	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57788218364	-2211.25242713393	-2200.60803223662	-2192.32207270041	-2186.08134271674	-2181.4020194955	-2181.4018302869	-2175.80249771085
-3511.60251292286	-3058.65175171304	-2821.20461652099	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57787998123	-2211.25242638113	-2200.60803223662	-2192.32207270041	-2186.08134271503	-2181.4020194955	-2181.40181768663	-2175.80249717768
-3511.60251292286	-3058.65175171304	-2821.20461651951	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57787802168	-2211.25242589161	-2200.60803223662	-2192.32207270041	-2186.08134271296	-2181.4020194955	-2181.40180371311	-2175.80249610263
-3511.60251292286	-3058.65175171304	-2821.20461651826	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57787628302	-2211.25242557493	-2200.60803223662	-2192.32207270041	-2186.08134271045	-2181.4020194955	-2181.40178815814	-2175.80249391811
-3511.60251292286	-3058.65175171304	-2821.20461651721	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57787474438	-2211.2524253711	-2200.60803223661	-2192.32207270041	-2186.08134270739	-2181.4020194955	-2181.40177077239	-2175.80248944554
-3511.60251292286	-3058.65175171304	-2821.20461651633	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.5778733862	-2211.25242524056	-2200.60803223662	-2192.32207270041	-2186.08134270366	-2181.4020194955	-2181.4017512552	-2175.80248022018
-3511.60251292286	-3058.65175171304	-2821.20461651559	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.5778721902	-2211.25242515738	-2200.60803223662	-2192.32207270041	-2186.0813426991	-2181.4020194955	-2181.40172924137	-2175.80246105312
-3511.60251292286	-3058.65175171304	-2821.20461651498	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.5778711395	-2211.25242510464	-2200.60803223662	-2192.32207270041	-2186.08134269353	-2181.4020194955	-2181.4017042839	-2175.80242095568
-3511.60251292286	-3058.65175171304	-2821.20461651447	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57787021849	-2211.25242507136	-2200.60803223661	-2192.32207270041	-2186.08134268668	-2181.4020194955	-2181.40167583088	-2175.80233655816
-3511.60251292286	-3058.65175171304	-2821.20461651404	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786941295	-2211.25242505047	-2200.60803223662	-2192.32207270041	-2186.08134267828	-2181.4020194955	-2181.40164319465	-2175.80215812795
-3511.60251292286	-3058.65175171304	-2821.20461651369	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786870987	-2211.25242503742	-2200.60803223662	-2192.32207270041	-2186.08134266793	-2181.4020194955	-2181.40160550976	-2175.80178058495
-3511.60251292286	-3058.65175171304	-2821.2046165134	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786809748	-2211.25242502931	-2200.60803223662	-2192.32207270041	-2186.08134265517	-2181.4020194955	-2181.40156167493	-2175.80098725831
-3511.60251292286	-3058.65175171304	-2821.20461651316	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786756515	-2211.25242502429	-2200.60803223661	-2192.32207270041	-2186.08134263939	-2181.4020194955	-2181.4015102719	-2175.79935890768
-3511.60251292286	-3058.65175171304	-2821.20461651296	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.5778671033	-2211.2524250212	-2200.60803223661	-2192.32207270041	-2186.08134261985	-2181.4020194955	-2181.40144944968	-2175.79620344849
-3511.60251292286	-3058.65175171304	-2821.2046165128	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786670338	-2211.25242501931	-2200.60803223661	-2192.32207270041	-2186.0813425956	-2181.4020194955	-2181.40137675681	-2175.79079410123
-3511.60251292286	-3058.65175171304	-2821.20461651266	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.5778663577	-2211.25242501816	-2200.60803223661	-2192.32207270041	-2186.08134256546	-2181.4020194955	-2181.40128889282	-2175.7834230144
-3511.60251292286	-3058.65175171304	-2821.20461651255	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786605948	-2211.25242501746	-2200.60803223661	-2192.32207270041	-2186.08134252791	-2181.4020194955	-2181.40118133193	-2175.77650493155
-3511.60251292286	-3058.65175171304	-2821.20461651246	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786580264	-2211.25242501703	-2200.60803223661	-2192.32207270041	-2186.08134248103	-2181.4020194955	-2181.40104773816	-2175.7726969397
-3511.60251292286	-3058.65175171304	-2821.20461651239	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786558185	-2211.25242501678	-2200.60803223662	-2192.32207270041	-2186.0813424224	-2181.4020194955	-2181.40087903001	-2175.77158166213
-3511.60251292286	-3058.65175171304	-2821.20461651233	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786539236	-2211.25242501663	-2200.60803223661	-2192.32207270041	-2186.08134234888	-2181.4020194955	-2181.40066183496	-2175.7713831942
-3511.60251292286	-3058.65175171304	-2821.20461651229	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786523003	-2211.25242501654	-2200.60803223661	-2192.32207270041	-2186.08134225652	-2181.4020194955	-2181.40037583768	-2175.77135509892
-3511.60251292286	-3058.65175171304	-2821.20461651225	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786509119	-2211.25242501649	-2200.60803223661	-2192.32207270041	-2186.08134214017	-2181.4020194955	-2181.39998902869	-2175.7713513234
-3511.60251292286	-3058.65175171304	-2821.20461651221	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786497265	-2211.25242501646	-2200.60803223661	-2192.32207270041	-2186.08134199325	-2181.4020194955	-2181.39944874644	-2175.7713507879
-3511.60251292286	-3058.65175171304	-2821.20461651219	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.5778648716	-2211.25242501644	-2200.60803223661	-2192.32207270041	-2186.08134180716	-2181.4020194955	-2181.39866373933	-2175.77135069575
-3511.60251292286	-3058.65175171304	-2821.20461651217	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786478562	-2211.25242501643	-2200.60803223661	-2192.32207270041	-2186.0813415707	-2181.4020194955	-2181.39746554333	-2175.77135067312
-3511.60251292286	-3058.65175171304	-2821.20461651215	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786471256	-2211.25242501642	-2200.60803223661	-2192.32207270041	-2186.08134126906	-2181.4020194955	-2181.3955176062	-2175.77135066509
-3511.60251292286	-3058.65175171304	-2821.20461651214	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.5778646506	-2211.25242501642	-2200.60803223661	-2192.32207270041	-2186.0813408825	-2181.4020194955	-2181.39207643705	-2175.77135066138
-3511.60251292286	-3058.65175171304	-2821.20461651213	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786459813	-2211.25242501642	-2200.60803223661	-2192.32207270041	-2186.0813403843	-2181.4020194955	-2181.38526888999	-2175.77135065925
-3511.60251292286	-3058.65175171304	-2821.20461651212	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786455376	-2211.25242501642	-2200.60803223661	-2192.32207270041	-2186.08133973763	-2181.4020194955	-2181.36946931455	-2175.77135065774
-3511.60251292286	-3058.65175171304	-2821.20461651211	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786451632	-2211.25242501641	-2200.60803223661	-2192.32207270041	-2186.08133889056	-2181.4020194955	-2181.32332008625	-2175.77135065647
-3511.60251292286	-3058.65175171304	-2821.20461651211	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786448476	-2211.25242501641	-2200.60803223661	-2192.32207270041	-2186.08133776796	-2181.4020194955	-2181.14100522133	-2175.77135065531
-3511.60251292286	-3058.65175171304	-2821.2046165121	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.5778644582	-2211.25242501641	-2200.60803223661	-2192.32207270041	-2186.08133625766	-2181.4020194955	-2180.32225748968	-2175.77135065417
-3511.60251292286	-3058.65175171304	-2821.2046165121	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786443589	-2211.25242501641	-2200.60803223661	-2192.32207270041	-2186.08133418657	-2181.4020194955	-2178.74304282746	-2175.77135065304
-3511.60251292286	-3058.65175171304	-2821.2046165121	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786441719	-2211.25242501641	-2200.60803223661	-2192.32207270041	-2186.08133127809	-2181.4020194955	-2178.1403004601	-2175.77135065192
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786440152	-2211.25242501641	-2200.6080322366	-2192.32207270041	-2186.08132707469	-2181.4020194955	-2178.06661753211	-2175.77135065078
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786438842	-2211.25242501641	-2200.6080322366	-2192.32207270041	-2186.0813207948	-2181.4020194955	-2178.06028522052	-2175.77135064964
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786437748	-2211.25242501641	-2200.6080322366	-2192.32207270041	-2186.08131106368	-2181.4020194955	-2178.05977322434	-2175.77135064849
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786436837	-2211.25242501641	-2200.6080322366	-2192.32207270041	-2186.0812953999	-2181.4020194955	-2178.05973271704	-2175.77135064733
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786436079	-2211.25242501641	-2200.6080322366	-2192.32207270041	-2186.08126922106	-2181.4020194955	-2178.05972957502	-2175.77135064615
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786435449	-2211.25242501641	-2200.6080322366	-2192.32207270041	-2186.08122388619	-2181.4020194955	-2178.05972933596	-2175.77135064498
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786434926	-2211.25242501641	-2200.60803223659	-2192.32207270041	-2186.0811427627	-2181.4020194955	-2178.05972931813	-2175.77135064379
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786434493	-2211.25242501641	-2200.60803223659	-2192.32207270041	-2186.08099310619	-2181.4020194955	-2178.05972931683	-2175.77135064259
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786434135	-2211.25242501641	-2200.60803223658	-2192.32207270041	-2186.08070866187	-2181.4020194955	-2178.05972931674	-2175.77135064138
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.5778643384	-2211.25242501641	-2200.60803223658	-2192.32207270041	-2186.08015062487	-2181.4020194955	-2178.05972931673	-2175.77135064017
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786433596	-2211.25242501641	-2200.60803223657	-2192.32207270041	-2186.07901685936	-2181.4020194955	-2178.05972931673	-2175.77135063894
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786433396	-2211.25242501641	-2200.60803223656	-2192.32207270041	-2186.0766455774	-2181.4020194955	-2178.05972931673	-2175.7713506377
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786433231	-2211.25242501641	-2200.60803223655	-2192.32207270041	-2186.07183285851	-2181.4020194955	-2178.05972931673	-2175.77135063646
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786433095	-2211.25242501641	-2200.60803223654	-2192.32207270041	-2186.06420099573	-2181.4020194955	-2178.05972931673	-2175.77135063521
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432985	-2211.25242501641	-2200.60803223652	-2192.32207270041	-2186.05752148696	-2181.4020194955	-2178.05972931673	-2175.77135063395
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432894	-2211.25242501641	-2200.6080322365	-2192.32207270041	-2186.05457988094	-2181.4020194955	-2178.05972931673	-2175.77135063267
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.5778643282	-2211.25242501641	-2200.60803223648	-2192.32207270041	-2186.05369025857	-2181.4020194955	-2178.05972931673	-2175.77135063139
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.5778643276	-2211.25242501641	-2200.60803223645	-2192.32207270041	-2186.0534247967	-2181.4020194955	-2178.05972931673	-2175.7713506301
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432711	-2211.25242501641	-2200.60803223642	-2192.32207270041	-2186.05332640726	-2181.4020194955	-2178.05972931673	-2175.7713506288
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432671	-2211.25242501641	-2200.60803223638	-2192.32207270041	-2186.05327830341	-2181.4020194955	-2178.05972931673	-2175.77135062749
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432638	-2211.25242501641	-2200.60803223633	-2192.32207270041	-2186.05325003535	-2181.4020194955	-2178.05972931673	-2175.77135062618
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432612	-2211.25242501641	-2200.60803223627	-2192.32207270041	-2186.05323205986	-2181.4020194955	-2178.05972931673	-2175.77135062485
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432591	-2211.25242501641	-2200.6080322362	-2192.32207270041	-2186.05322033997	-2181.4020194955	-2178.05972931673	-2175.77135062351
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432574	-2211.25242501641	-2200.6080322361	-2192.32207270041	-2186.05321266131	-2181.4020194955	-2178.05972931673	-2175.77135062217
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.5778643256	-2211.25242501641	-2200.60803223599	-2192.32207270041	-2186.0532076382	-2181.4020194955	-2178.05972931673	-2175.77135062082
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432549	-2211.25242501641	-2200.60803223585	-2192.32207270041	-2186.05320436313	-2181.4020194955	-2178.05972931673	-2175.77135061945
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.5778643254	-2211.25242501641	-2200.60803223568	-2192.32207270041	-2186.05320223552	-2181.4020194955	-2178.05972931673	-2175.77135061808
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432532	-2211.25242501641	-2200.60803223547	-2192.32207270041	-2186.05320085824	-2181.4020194955	-2178.05972931673	-2175.7713506167
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432527	-2211.25242501641	-2200.60803223521	-2192.32207270041	-2186.05319996971	-2181.4020194955	-2178.05972931673	-2175.7713506153
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432522	-2211.25242501641	-2200.60803223489	-2192.32207270041	-2186.05319939836	-2181.4020194955	-2178.05972931673	-2175.77135061391
